epoch,ctc_loss,loss,val_ctc_loss,val_loss
0,321.4559326171875,321.4559326171875,301.9189147949219,301.9189147949219
1,262.54254150390625,262.54254150390625,248.2774658203125,248.2774658203125
2,193.480224609375,193.480224609375,180.870849609375,180.870849609375
3,143.23236083984375,143.23236083984375,130.18333435058594,130.18333435058594
4,108.45024108886719,108.45024108886719,100.81124877929688,100.81124877929688
5,90.97660827636719,90.97660827636719,88.44730377197266,88.44730377197266
6,85.5508804321289,85.5508804321289,84.30545043945312,84.30545043945312
7,81.9256820678711,81.9256820678711,82.1826171875,82.1826171875
8,80.35204315185547,80.35204315185547,79.64954376220703,79.64954376220703
9,79.51681518554688,79.51681518554688,79.25003051757812,79.25003051757812
10,78.90373992919922,78.90373992919922,78.59937286376953,78.59937286376953
11,77.94831085205078,77.94831085205078,78.95850372314453,78.95850372314453
12,77.41741180419922,77.41741180419922,77.4682388305664,77.4682388305664
13,77.02383422851562,77.02383422851562,77.28734588623047,77.28734588623047
14,76.69332885742188,76.69332885742188,77.3810806274414,77.3810806274414
15,76.19914245605469,76.19914245605469,76.7358169555664,76.7358169555664
16,75.84150695800781,75.84150695800781,75.60308074951172,75.60308074951172
17,75.33275604248047,75.33275604248047,76.0955581665039,76.0955581665039
18,75.27397918701172,75.27397918701172,75.3891830444336,75.3891830444336
19,74.7391128540039,74.7391128540039,75.80607604980469,75.80607604980469
20,74.77127838134766,74.77127838134766,74.35747528076172,74.35747528076172
21,74.39557647705078,74.39557647705078,74.85504913330078,74.85504913330078
22,74.11731719970703,74.11731719970703,74.3641128540039,74.3641128540039
23,73.83433532714844,73.83433532714844,74.28678131103516,74.28678131103516
24,73.45719909667969,73.45719909667969,74.22972869873047,74.22972869873047
25,73.6164321899414,73.6164321899414,74.15055084228516,74.15055084228516
26,73.29931640625,73.29931640625,73.34603118896484,73.34603118896484
27,73.04557037353516,73.04557037353516,73.45909881591797,73.45909881591797
28,72.7036361694336,72.7036361694336,73.12482452392578,73.12482452392578
29,72.76741790771484,72.76741790771484,73.34616088867188,73.34616088867188
30,72.32613372802734,72.32613372802734,73.47872161865234,73.47872161865234
31,72.27468872070312,72.27468872070312,73.11466217041016,73.11466217041016
32,72.26559448242188,72.26559448242188,72.82610321044922,72.82610321044922
33,71.83619689941406,71.83619689941406,72.48346710205078,72.48346710205078
34,71.59387969970703,71.59387969970703,72.75151824951172,72.75151824951172
35,71.33238983154297,71.33238983154297,72.44225311279297,72.44225311279297
36,71.22714233398438,71.22714233398438,71.9730453491211,71.9730453491211
37,70.9758529663086,70.9758529663086,71.83293914794922,71.83293914794922
