Epoch,Samples,Mean CER,Mean CER (Norm),Mean WER,Mean WER (Norm),Mean BLEU,Mean BLEU (Norm)
0,95,26.94737,0.99225,4.68421,0.98889,0.00000,0.00000
1,95,26.63158,0.98100,4.69474,0.99111,0.00000,0.00000
2,95,25.53684,0.95175,4.53684,0.96854,0.00000,0.00000
3,95,25.85263,0.95194,4.57895,0.96667,0.00000,0.00000
4,95,25.85263,0.95194,4.57895,0.96667,0.00000,0.00000
5,95,25.73684,0.95210,4.54737,0.96644,0.00000,0.00000
6,95,25.84211,0.95155,4.57895,0.96667,0.00000,0.00000
7,95,25.84211,0.95192,4.57895,0.96667,0.00000,0.00000
8,95,25.53684,0.95175,4.53684,0.96854,0.00000,0.00000
9,95,25.85263,0.95194,4.57895,0.96667,0.00000,0.00000
10,95,25.85263,0.95194,4.57895,0.96667,0.00000,0.00000
11,95,25.73684,0.95210,4.54737,0.96644,0.00000,0.00000
12,95,25.84211,0.95155,4.57895,0.96667,0.00000,0.00000
13,95,25.84211,0.95192,4.57895,0.96667,0.00000,0.00000
14,95,25.53684,0.95175,4.53684,0.96854,0.00000,0.00000
15,95,25.74737,0.94806,4.57895,0.96667,0.00000,0.00000
16,95,25.85263,0.95194,4.57895,0.96667,0.00000,0.00000
17,95,25.73684,0.95210,4.54737,0.96644,0.00000,0.00000
18,95,25.46316,0.93760,4.57895,0.96667,0.00104,0.00104
19,95,24.71579,0.91043,4.55789,0.96222,0.00311,0.00311
20,95,25.02105,0.93252,4.53684,0.96854,0.00000,0.00000
21,95,24.36842,0.89729,4.55789,0.96222,0.00518,0.00518
22,95,25.26316,0.93023,4.56842,0.96444,0.00000,0.00000
23,95,25.40000,0.93964,4.54737,0.96644,0.00104,0.00104
24,95,25.17895,0.92713,4.56842,0.96444,0.00207,0.00207
25,95,24.72632,0.91082,4.56842,0.96444,0.00311,0.00311
26,95,23.89474,0.89055,4.52632,0.96629,0.00518,0.00518
27,95,24.22105,0.89186,4.56842,0.96444,0.00518,0.00518
28,95,24.22105,0.89186,4.56842,0.96444,0.00518,0.00518
29,95,24.10526,0.89174,4.53684,0.96421,0.00518,0.00518
30,95,24.21053,0.89147,4.57895,0.96667,0.00518,0.00518
31,95,24.20000,0.89143,4.56842,0.96444,0.00518,0.00518
32,95,23.89474,0.89055,4.52632,0.96629,0.00518,0.00518
33,95,24.22105,0.89186,4.56842,0.96444,0.00518,0.00518
34,95,24.22105,0.89186,4.56842,0.96444,0.00518,0.00518
35,95,24.10526,0.89174,4.53684,0.96421,0.00518,0.00518
36,95,24.21053,0.89147,4.57895,0.96667,0.00518,0.00518
37,95,24.20000,0.89143,4.56842,0.96444,0.00518,0.00518
38,95,23.89474,0.89055,4.52632,0.96629,0.00518,0.00518
39,95,24.22105,0.89186,4.56842,0.96444,0.00518,0.00518
40,95,24.22105,0.89186,4.56842,0.96444,0.00518,0.00518
41,95,24.10526,0.89174,4.53684,0.96421,0.00518,0.00518
42,95,24.21053,0.89147,4.57895,0.96667,0.00518,0.00518
43,95,24.20000,0.89143,4.56842,0.96444,0.00518,0.00518
44,95,23.89474,0.89055,4.52632,0.96629,0.00518,0.00518
45,95,24.22105,0.89186,4.56842,0.96444,0.00518,0.00518
46,95,24.22105,0.89186,4.56842,0.96444,0.00518,0.00518
47,95,24.10526,0.89174,4.53684,0.96421,0.00518,0.00518
48,95,24.21053,0.89147,4.57895,0.96667,0.00518,0.00518
49,95,24.20000,0.89143,4.56842,0.96444,0.00518,0.00518
50,95,23.89474,0.89055,4.52632,0.96629,0.00518,0.00518
51,95,24.22105,0.89186,4.56842,0.96444,0.00518,0.00518
52,95,24.22105,0.89186,4.56842,0.96444,0.00518,0.00518
53,95,24.10526,0.89174,4.53684,0.96421,0.00518,0.00518
54,95,24.21053,0.89147,4.57895,0.96667,0.00518,0.00518
55,95,24.20000,0.89143,4.56842,0.96444,0.00518,0.00518
56,95,23.89474,0.89055,4.52632,0.96629,0.00518,0.00518
57,95,24.22105,0.89186,4.56842,0.96444,0.00518,0.00518
58,95,24.23158,0.89225,4.56842,0.96444,0.00518,0.00518
59,95,24.09474,0.89136,4.55789,0.96868,0.00482,0.00482
60,95,24.05263,0.88566,4.63158,0.97778,0.00337,0.00337
61,95,24.06316,0.88639,4.63158,0.97778,0.00337,0.00337
62,95,23.75789,0.88545,4.58947,0.97978,0.00337,0.00337
63,95,24.06316,0.88605,4.63158,0.97778,0.00337,0.00337
64,95,24.06316,0.88605,4.63158,0.97778,0.00337,0.00337
65,95,23.96842,0.88668,4.60000,0.97763,0.00337,0.00337
66,95,24.12632,0.88837,4.60000,0.97111,0.00342,0.00342
67,95,24.20000,0.89143,4.56842,0.96444,0.00518,0.00518
68,95,23.89474,0.89055,4.52632,0.96629,0.00518,0.00518
69,95,24.22105,0.89186,4.56842,0.96444,0.00518,0.00518
70,95,24.22105,0.89186,4.56842,0.96444,0.00518,0.00518
71,95,24.10526,0.89174,4.53684,0.96421,0.00518,0.00518
72,95,24.21053,0.89147,4.57895,0.96667,0.00518,0.00518
73,95,24.20000,0.89143,4.56842,0.96444,0.00518,0.00518
74,95,23.89474,0.89055,4.52632,0.96629,0.00518,0.00518
75,95,24.22105,0.89186,4.56842,0.96444,0.00518,0.00518
76,95,24.22105,0.89186,4.56842,0.96444,0.00518,0.00518
77,95,24.10526,0.89174,4.53684,0.96421,0.00518,0.00518
78,95,24.21053,0.89147,4.57895,0.96667,0.00518,0.00518
79,95,24.20000,0.89143,4.56842,0.96444,0.00518,0.00518
80,95,23.89474,0.89055,4.52632,0.96629,0.00518,0.00518
81,95,24.22105,0.89186,4.56842,0.96444,0.00518,0.00518
82,95,24.22105,0.89186,4.56842,0.96444,0.00518,0.00518
83,95,24.10526,0.89174,4.53684,0.96421,0.00518,0.00518
84,95,24.21053,0.89147,4.57895,0.96667,0.00518,0.00518
85,95,24.20000,0.89143,4.56842,0.96444,0.00518,0.00518
86,95,23.89474,0.89055,4.52632,0.96629,0.00518,0.00518
87,95,24.22105,0.89186,4.56842,0.96444,0.00518,0.00518
