Truth,Decoded
Salve quanto costa quell articolo,salve quanto costa quell articolo
E in offerta costa dieci euro,e in offerta costa dieci euro
Tutto bene grazie,tutto bene grazie
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",certo vetiri io lo prendero macchiato
A che ora arriva il pullman,a che ora arriva il pullman
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Quanto costa il biglietto,quanto costa il lo
Purtroppo non lo so pero potresti chiedere all autista,purtro io non lo peresotre chiedere lo autista
Va bene grazie lo stesso,va bene grazie lo stesso
Prego,prego
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Certo ecco a lei vuole un sacchetto,certo ecco a lei vuole un sacchetto
Si grazie e arrivederci,si grazie e arrivederci
Le auguro una buona giornata,le euro euro una un lo rnata
Buongiorno io sono Mario,buongiorno io sono mario
Buonasera io sono Mario,buonasera io sono mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,tutto bene tu
Salve quanto costa quell articolo,salve quanto a costa quell articolo
E in offerta costa dieci euro,e in offerta costa dieci euro
Tutto bene grazie,tutto bene grazie
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
A che ora arriva il pullman,a che ora arriva il pullman
Dovrebbe arrivare tra qualche minuto,dovrebearivare tra qualche minuto
Quanto costa il biglietto,quanto costa il si io
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so perepotri chiedere al autista
Va bene grazie lo stesso,va bene grazie lo stesso
Prego,prego
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Certo ecco a lei vuole un sacchetto,certo ecco a lei vuole un sacchetto
